1`(1,"No")++
1`(2,"Yes")++
1`(3,"No")++
1`(4,"No")++
1`(5,"No")++
1`(6,"No")++
1`(7,"No")++
1`(8,"No")++
1`(9,"No")++
1`(10,"No")++
1`(11,"No")++
1`(12,"No")++
1`(13,"No")++
1`(14,"No")++
1`(15,"No")++
1`(16,"No")++
1`(17,"No")++
1`(18,"No")++
1`(19,"No")++
1`(20,"Yes")++
1`(21,"No")++
1`(22,"No")++
1`(23,"No")++
1`(24,"Yes")++
1`(25,"No")++
1`(26,"No")++
1`(27,"No")++
1`(28,"No")++
1`(29,"No")++
1`(30,"No")++
1`(31,"No")++
1`(32,"No")++
1`(33,"No")++
1`(34,"No")++
1`(35,"No")++
1`(36,"No")++
1`(37,"No")++
1`(38,"No")++
1`(39,"No")++
1`(40,"No")++
1`(41,"No")++
1`(42,"No")++
1`(43,"No")++
1`(44,"No")++
1`(45,"No")++
1`(46,"No")++
1`(47,"No")++
1`(48,"No")++
1`(49,"No")++
1`(50,"No")++
1`(51,"No")++
1`(52,"No")++
1`(53,"No")++
1`(54,"No")++
1`(55,"No")++
1`(56,"No")++
1`(57,"No")++
1`(58,"No")++
1`(59,"No")++
1`(60,"No")++
1`(61,"No")++
1`(62,"No")++
1`(63,"No")++
1`(64,"No")++
1`(65,"Yes")++
1`(66,"No")++
1`(67,"No")++
1`(68,"No")++
1`(69,"No")++
1`(70,"No")++
1`(71,"No")++
1`(72,"No")++
1`(73,"No")++
1`(74,"No")++
1`(75,"No")++
1`(76,"No")++
1`(77,"No")++
1`(78,"Yes")++
1`(79,"No")++
1`(80,"No")++
1`(81,"No")++
1`(82,"No")++
1`(83,"No")++
1`(84,"No")++
1`(85,"No")++
1`(86,"No")++
1`(87,"No")++
1`(88,"No")++
1`(89,"No")++
1`(90,"No")++
1`(91,"No")++
1`(92,"No")++
1`(93,"No")++
1`(94,"No")++
1`(95,"No")++
1`(96,"No")++
1`(97,"No")++
1`(98,"No")++
1`(99,"No")++
1`(100,"No")++
1`(101,"No")++
1`(102,"No")++
1`(103,"No")++
1`(104,"No")++
1`(105,"No")++
1`(106,"No")++
1`(107,"No")++
1`(108,"No")++
1`(109,"No")++
1`(110,"No")++
1`(111,"No")++
1`(112,"No")++
1`(113,"No")++
1`(114,"No")++
1`(115,"No")++
1`(116,"No")++
1`(117,"No")++
1`(118,"No")++
1`(119,"No")++
1`(120,"Yes")++
1`(121,"No")++
1`(122,"No")++
1`(123,"No")++
1`(124,"No")++
1`(125,"Yes")++
1`(126,"No")++
1`(127,"No")++
1`(128,"No")++
1`(129,"No")++
1`(130,"Yes")++
1`(131,"No")++
1`(132,"No")++
1`(133,"No")++
1`(134,"No")++
1`(135,"Yes")++
1`(136,"No")++
1`(137,"No")++
1`(138,"Yes")++
1`(139,"No")++
1`(140,"No")++
1`(141,"No")++
1`(142,"No")++
1`(143,"No")++
1`(144,"No")++
1`(145,"No")++
1`(146,"No")++
1`(147,"No")++
1`(148,"No")++
1`(149,"No")++
1`(150,"No")++
1`(151,"No")++
1`(152,"No")++
1`(153,"No")++
1`(154,"No")++
1`(155,"No")++
1`(156,"Yes")++
1`(157,"No")++
1`(158,"No")++
1`(159,"No")++
1`(160,"No")++
1`(161,"No")++
1`(162,"No")++
1`(163,"Yes")++
1`(164,"No")++
1`(165,"Yes")++
1`(166,"No")++
1`(167,"Yes")++
1`(168,"No")++
1`(169,"No")++
1`(170,"No")++
1`(171,"Yes")++
1`(172,"No")++
1`(173,"No")++
1`(174,"No")++
1`(175,"No")++
1`(176,"No")++
1`(177,"Yes")++
1`(178,"No")++
1`(179,"No")++
1`(180,"No")++
1`(181,"No")++
1`(182,"No")++
1`(183,"No")++
1`(184,"No")++
1`(185,"No")++
1`(186,"No")++
1`(187,"No")++
1`(188,"No")++
1`(189,"No")++
1`(190,"No")++
1`(191,"No")++
1`(192,"Yes")++
1`(193,"No")++
1`(194,"No")++
1`(195,"No")++
1`(196,"No")++
1`(197,"No")++
1`(198,"No")++
1`(199,"Yes")++
1`(200,"No")++
1`(201,"No")++
1`(202,"Yes")++
1`(203,"No")++
1`(204,"No")++
1`(205,"No")++
1`(206,"Yes")++
1`(207,"No")++
1`(208,"No")++
1`(209,"No")++
1`(210,"No")++
1`(211,"No")++
1`(212,"No")++
1`(213,"Yes")++
1`(214,"No")++
1`(215,"No")++
1`(216,"No")++
1`(217,"No")++
1`(218,"No")++
1`(219,"No")++
1`(220,"No")++
1`(221,"No")++
1`(222,"No")++
1`(223,"No")++
1`(224,"No")++
1`(225,"No")++
1`(226,"No")++
1`(227,"No")++
1`(228,"No")++
1`(229,"No")++
1`(230,"No")++
1`(231,"No")++
1`(232,"No")++
1`(233,"No")++
1`(234,"No")++
1`(235,"No")++
1`(236,"No")++
1`(237,"No")++
1`(239,"No")++
1`(240,"No")++
1`(241,"No")++
1`(242,"No")++
1`(243,"No")++
1`(244,"No")++
1`(245,"No")++
1`(246,"No")++
1`(247,"No")++
1`(248,"No")++
1`(249,"No")++
1`(250,"Yes")++
1`(251,"No")++
1`(252,"No")++
1`(253,"No")++
1`(254,"No")++
1`(255,"No")++
1`(256,"No")++
1`(257,"Yes")++
1`(258,"No")++
1`(259,"No")++
1`(260,"No")++
1`(261,"No")++
1`(262,"No")++
1`(263,"No")++
1`(264,"No")++
1`(265,"No")++
1`(266,"No")++
1`(267,"No")++
1`(268,"No")++
1`(269,"Yes")++
1`(270,"No")++
1`(271,"No")++
1`(272,"No")++
1`(273,"No")++
1`(274,"No")++
1`(275,"No")++
1`(276,"No")++
1`(277,"Yes")++
1`(278,"No")++
1`(279,"No")++
1`(280,"No")++
1`(281,"No")++
1`(282,"No")++
1`(283,"No")++
1`(284,"No")++
1`(285,"No")++
1`(286,"No")++
1`(287,"No")++
1`(288,"No")++
1`(289,"No")++
1`(290,"No")++
1`(291,"No")++
1`(292,"No")++
1`(293,"No")++
1`(294,"No")++
1`(295,"No")++
1`(296,"Yes")++
1`(297,"Yes")++
1`(298,"No")++
1`(299,"No")++
1`(300,"No")++
1`(301,"No")++
1`(302,"No")++
1`(303,"Yes")++
1`(304,"No")++
1`(305,"No")++
1`(306,"No")++
1`(307,"No")++
1`(308,"No")++
1`(309,"No")++
1`(310,"No")++
1`(311,"No")++
1`(312,"No")++
1`(313,"No")++
1`(314,"No")++
1`(315,"No")++
1`(316,"No")++
1`(317,"No")++
1`(318,"No")++
1`(319,"No")++
1`(320,"No")++
1`(321,"No")++
1`(322,"No")++
1`(323,"No")++
1`(324,"No")++
1`(325,"No")++
1`(326,"Yes")++
1`(327,"No")++
1`(328,"No")++
1`(329,"No")++
1`(330,"No")++
1`(331,"No")++
1`(332,"No")++
1`(333,"No")++
1`(334,"No")++
1`(335,"No")++
1`(336,"No")++
1`(337,"No")++
1`(338,"No")++
1`(339,"No")++
1`(340,"No")++
1`(341,"No")++
1`(342,"No")++
1`(343,"No")++
1`(344,"No")++
1`(345,"No")++
1`(346,"No")++
1`(347,"No")++
1`(348,"No")++
1`(349,"No")++
1`(350,"Yes")++
1`(351,"No")++
1`(352,"No")++
1`(353,"No")++
1`(354,"Yes")++
1`(355,"No")++
1`(356,"No")++
1`(357,"No")++
1`(358,"No")++
1`(359,"No")++
1`(360,"No")++
1`(361,"No")++
1`(362,"No")++
1`(363,"Yes")++
1`(364,"No")++
1`(365,"No")++
1`(366,"No")++
1`(367,"No")++
1`(368,"Yes")++
1`(369,"No")++
1`(370,"No")++
1`(371,"No")++
1`(372,"No")++
1`(373,"No")++
1`(374,"Yes")++
1`(375,"No")++
1`(376,"No")++
1`(377,"No")++
1`(378,"No")++
1`(379,"No")++
1`(380,"No")++
1`(381,"No")++
1`(382,"No")++
1`(383,"No")++
1`(384,"No")++
1`(385,"No")++
1`(386,"No")++
1`(387,"Yes")++
1`(388,"No")++
1`(389,"No")++
1`(390,"No")++
1`(391,"No")++
1`(392,"No")++
1`(393,"No")++
1`(394,"No")++
1`(395,"No")++
1`(396,"No")++
1`(397,"Yes")++
1`(398,"No")++
1`(399,"Yes")++
1`(400,"No")++
1`(401,"No")++
1`(402,"Yes")++
1`(403,"No")++
1`(404,"No")++
1`(405,"No")++
1`(406,"No")++
1`(407,"No")++
1`(408,"No")++
1`(409,"No")++
1`(410,"No")++
1`(411,"No")++
1`(412,"Yes")++
1`(413,"No")++
1`(414,"No")++
1`(415,"No")++
1`(416,"No")++
1`(417,"No")++
1`(418,"No")++
1`(419,"No")++
1`(420,"No")++
1`(421,"No")++
1`(422,"No")++
1`(423,"No")++
1`(424,"No")++
1`(425,"No")++
1`(426,"No")++
1`(427,"No")++
1`(428,"No")++
1`(429,"No")++
1`(430,"No")++
1`(431,"No")++
1`(432,"No")++
1`(433,"No")++
1`(434,"Yes")++
1`(435,"Yes")++
1`(436,"No")++
1`(437,"No")++
1`(438,"No")++
1`(439,"No")++
1`(440,"No")++
1`(441,"No")++
1`(442,"No")++
1`(443,"No")++
1`(444,"No")++
1`(445,"No")++
1`(446,"No")++
1`(447,"No")++
1`(448,"Yes")++
1`(449,"No")++
1`(450,"No")++
1`(451,"No")++
1`(452,"No")++
1`(453,"No")++
1`(454,"No")++
1`(455,"No")++
1`(456,"No")++
1`(457,"No")++
1`(458,"No")++
1`(459,"No")++
1`(460,"No")++
1`(461,"No")++
1`(462,"No")++
1`(463,"No")++
1`(464,"No")++
1`(465,"No")++
1`(466,"No")++
1`(467,"No")++
1`(468,"No")++
1`(469,"No")++
1`(470,"No")++
1`(471,"No")++
1`(472,"No")++
1`(473,"No")++
1`(474,"No")++
1`(475,"No")++
1`(476,"No")++
1`(477,"No")++
1`(478,"No")++
1`(479,"No")++
1`(480,"No")++
1`(481,"No")++
1`(482,"No")++
1`(483,"No")++
1`(484,"No")++
1`(485,"No")++
1`(486,"No")++
1`(487,"No")++
1`(488,"No")++
1`(489,"No")++
1`(490,"No")++
1`(491,"No")++
1`(492,"No")++
1`(493,"No")++
1`(494,"No")++
1`(495,"No")++
1`(496,"No")++
1`(497,"No")++
1`(498,"Yes")++
1`(499,"No")++
1`(500,"No")++
1`(501,"No")++
1`(502,"No")++
1`(503,"No")++
1`(504,"No")++
1`(505,"No")++
1`(506,"No")++
1`(507,"No")++
1`(508,"No")++
1`(509,"No")++
1`(510,"No")++
1`(511,"Yes")++
1`(512,"No")++
1`(513,"No")++
1`(514,"No")++
1`(515,"No")++
1`(516,"No")++
1`(517,"Yes")++
1`(518,"No")++
1`(519,"No")++
1`(520,"No")++
1`(521,"No")++
1`(522,"No")++
1`(523,"No")++
1`(524,"No")++
1`(525,"Yes")++
1`(526,"No")++
1`(527,"No")++
1`(528,"No")++
1`(529,"No")++
1`(530,"No")++
1`(531,"No")++
1`(532,"No")++
1`(533,"No")++
1`(534,"No")++
1`(535,"No")++
1`(536,"No")++
1`(537,"No")++
1`(538,"No")++
1`(539,"No")++
1`(540,"No")++
1`(541,"No")++
1`(542,"Yes")++
1`(543,"No")++
1`(544,"No")++
1`(545,"No")++
1`(546,"No")++
1`(547,"No")++
1`(548,"No")++
1`(549,"No")++
1`(550,"No")++
1`(551,"No")++
1`(552,"No")++
1`(553,"No")++
1`(554,"No")++
1`(555,"No")++
1`(556,"No")++
1`(557,"No")++
1`(558,"No")++
1`(559,"No")++
1`(560,"No")++
1`(561,"No")++
1`(562,"No")++
1`(563,"No")++
1`(564,"No")++
1`(565,"No")++
1`(566,"No")++
1`(567,"No")++
1`(568,"No")++
1`(569,"No")++
1`(570,"No")++
1`(571,"No")++
1`(572,"No")++
1`(573,"No")++
1`(574,"No")++
1`(575,"No")++
1`(576,"No")++
1`(577,"No")++
1`(578,"No")++
1`(579,"No")++
1`(580,"No")++
1`(581,"No")++
1`(582,"No")++
1`(583,"No")++
1`(584,"No")++
1`(585,"No")++
1`(586,"No")++
1`(587,"No")++
1`(588,"No")++
1`(589,"No")++
1`(590,"No")++
1`(591,"No")++
1`(592,"Yes")++
1`(593,"No")++
1`(594,"No")++
1`(595,"No")++
1`(596,"No")++
1`(597,"No")++
1`(598,"No")++
1`(599,"No")++
1`(600,"No")++
1`(601,"No")++
1`(602,"No")++
1`(603,"No")++
1`(604,"No")++
1`(605,"No")++
1`(606,"No")++
1`(607,"No")++
1`(608,"No")++
1`(609,"No")++
1`(610,"No")++
1`(611,"No")++
1`(612,"No")++
1`(613,"No")++
1`(614,"No")++
1`(615,"No")++
1`(616,"No")++
1`(617,"No")++
1`(618,"No")++
1`(619,"No")++
1`(620,"No")++
1`(621,"No")++
1`(622,"No")++
1`(623,"No")++
1`(624,"No")++
1`(625,"No")++
1`(626,"Yes")++
1`(627,"No")++
1`(628,"No")++
1`(629,"No")++
1`(630,"No")++
1`(631,"No")++
1`(632,"No")++
1`(633,"No")++
1`(634,"Yes")++
1`(635,"No")++
1`(636,"No")++
1`(637,"No")++
1`(638,"Yes")++
1`(639,"No")++
1`(640,"No")++
1`(641,"No")++
1`(642,"No")++
1`(643,"No")++
1`(644,"No")++
1`(645,"No")++
1`(646,"Yes")++
1`(647,"No")++
1`(648,"No")++
1`(649,"No")++
1`(650,"No")++
1`(651,"No")++
1`(652,"No")++
1`(653,"No")++
1`(654,"No")++
1`(655,"No")++
1`(656,"No")++
1`(657,"No")++
1`(658,"Yes")++
1`(659,"No")++
1`(660,"Yes")++
1`(661,"No")++
1`(662,"No")++
1`(663,"No")++
1`(664,"No")++
1`(665,"No")++
1`(666,"No")++
1`(667,"No")++
1`(668,"No")++
1`(669,"No")++
1`(670,"No")++
1`(671,"No")++
1`(672,"No")++
1`(673,"No")++
1`(674,"No")++
1`(675,"No")++
1`(676,"No")++
1`(677,"No")++
1`(678,"No")++
1`(679,"No")++
1`(680,"No")++
1`(681,"No")++
1`(682,"No")++
1`(683,"No")++
1`(684,"No")++
1`(685,"No")++
1`(686,"No")++
1`(687,"No")++
1`(688,"No")++
1`(689,"No")++
1`(690,"No")++
1`(691,"No")++
1`(692,"No")++
1`(693,"No")++
1`(694,"No")++
1`(695,"No")++
1`(696,"No")++
1`(697,"No")++
1`(698,"No")++
1`(699,"No")++
1`(700,"No")++
1`(701,"No")++
1`(702,"No")++
1`(703,"No")++
1`(704,"Yes")++
1`(705,"No")++
1`(706,"No")++
1`(707,"No")++
1`(708,"No")++
1`(709,"No")++
1`(710,"Yes")++
1`(711,"No")++
1`(712,"No")++
1`(713,"No")++
1`(714,"No")++
1`(715,"No")++
1`(716,"No")++
1`(717,"No")++
1`(718,"Yes")++
1`(719,"No")++
1`(720,"Yes")++
1`(721,"No")++
1`(722,"No")++
1`(723,"No")++
1`(724,"No")++
1`(725,"No")++
1`(726,"Yes")++
1`(727,"No")++
1`(728,"No")++
1`(729,"No")++
1`(730,"No")++
1`(731,"No")++
1`(732,"No")++
